Department Family ,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Item Text, £ ,Postal Code
Department For Transport,National Highways,15/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,CH2M COSTAIN JOINT VENTURE (CHC) (AREA 14 M&C),CONF9144513352046267,Renewals of Roads," £90,587.33 ",DL17 0LG
Department For Transport,National Highways,13/03/2024,TA Cost AUC - Programme,MAJOR PROJECTS,TELENT TECHNOLOGY SERVICES LIMITED,953303,RIS 2 Schemes," £90,221.08 ",CV34 5AH
Department for Transport,Department for Transport,11/03/2024,Support Services,"DG Aviation, Maritime and Security",ENVIRONMENT AGENCY,2000033499,#," £90,129.00 ",PE2 8YD
Department For Transport,National Highways,01/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,TRL LTD,951636,Renewals of Roads," £90,000.00 ",RG40 3GA
Department For Transport,National Highways,28/03/2024,Consultants Costs,DIGITAL SERVICES,ANMUT CONSULTING LIMITED,957158,Corporate Support Services," £90,000.00 ",KT12 5DS
Department for Transport,High Speed Two (HS2) Limited,01/03/2024,Professional Services,P40032 - Procurement & Supply Chain,COMMERCE DECISIONS LIMITED,#,AWARD Evaluation Platform - AWARD Support – Call Off Consultancy," £90,000.00 ",#
Department For Transport,National Highways,28/03/2024,ICT Hardware Maintenance,DIGITAL SERVICES,GCI Network Solutions Ltd,957317,Corporate Support Services," £89,984.28 ",BH17 0RU
Department For Transport,National Highways,26/03/2024,TA Cost AUC – Non SRN,DIGITAL SERVICES,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,956572,Customer Mobility," £89,955.18 ",ST1 5UB
Department For Transport,National Highways,08/03/2024,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,Chevron Traffic Management,952681,Renewals of Structures," £89,875.91 ",OX9 3XA
Department For Transport,National Highways,11/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9104210258171161,Renewals of Roads," £89,814.89 ",OX4 4DQ
Department For Transport,National Highways,26/03/2024,TA Cost AUC – Non SRN,DIGITAL SERVICES,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,956574,Corporate Support Services," £89,795.54 ",ST1 5UB
Department For Transport,National Highways,20/03/2024,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,955304,RIS 2 Schemes," £89,655.11 ",SL6 4UB
Department for Transport,Department for Transport,08/03/2024,Subsidies Private Se,DG Roads and Local Group,REDACTED,2000032985,#," £89,575.47 ",REDACTED
Department for Transport,Department for Transport,27/03/2024,CurrGrt LAs out AEF/,"DG Decarbonisation, Technology and Strategy",London Borough of Hillingdon,2000035811,LEVI Capability fund :   Hillingdon 23/24 - #89500," £89,500.00 ",UB8 1UW
Department For Transport,National Highways,28/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,TELENT TECHNOLOGY SERVICES LIMITED,957382,Renewals of Technology," £88,957.16 ",CV34 5AH
Department For Transport,National Highways,05/03/2024,TA Cost AUC - Programme,MAJOR PROJECTS,MACE CONSULT LIMITED,951995,RIS 1 Schemes," £88,715.41 ",EC2M 6XB
Department for Transport,Department for Transport,08/03/2024,Subsidies Private Se,DG Roads and Local Group,REDACTED,2000033068,#," £88,605.31 ",REDACTED
Department for Transport,British Transport Police,26/03/2024,Abortive Fees - Cap & Fa Adjs,In Scope Corp Finance,Birmingham City Council,572731,Abortive Fees - Cap & Fa Adjs," £88,438.87 ",B4 7AB
Department for Transport,Department for Transport,14/03/2024,Research,"DG Aviation, Maritime and Security",INNOVATE UK,2000034040,#," £88,297.30 ",SN2 1UE
Department for Transport,Department for Transport,08/03/2024,Subsidies Private Se,DG Roads and Local Group,REDACTED,2000033056,#," £88,279.69 ",REDACTED
Department for Transport,Department for Transport,08/03/2024,Subsidies Private Se,DG Roads and Local Group,REDACTED,2000033084,#," £88,245.02 ",REDACTED
Department For Transport,National Highways,28/03/2024,Consultants Costs,"SAFETY, ENGINEERING AND STANDARDS",OVE ARUP & PARTNERS,957397,Business Services General," £88,136.00 ",NE1 3PL
Department For Transport,National Highways,08/03/2024,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,952749,RIS 2 Schemes," £88,001.63 ",SW1V 1LQ
Department For Transport,Maritime and Coastguard Agency,18/03/2024,Other Prosecution Costs,Regulatory Compliance Investigations Team,DWF LAW LLP,233134950,Legal Services," £87,960.24 ",M3 3AA
Department for Transport,Department for Transport,06/03/2024,Research,"DG Decarbonisation, Technology and Strategy",TRANSPORT RESEARCH LABORATORY,2000033118,#," £87,782.96 ",RG40 3GA
Department for Transport,British Transport Police,13/03/2024,Electricity,Estates & Fm,Peninsula Business Services Limited,571857,Electricity," £87,706.31 ",M4 4FB
Department for Transport,Department for Transport,20/03/2024,Cap Grt Loc Auth,DG Roads and Local Group,Buckinghamshire Council,2000034895,S31 Determination - TSOG Grant," £87,466.72 ",HP19 8FF
Department for Transport,DVSA,21/03/2024,RENT,ESTATES,WELSH GOVERNMENT,1900011194,RC - SWANSEA ELLIPSE RENT," £87,418.50 ",#
Department For Transport,National Highways,21/03/2024,CM - Third Party Damage,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF8720010846704041,Routine Maintenance," £87,374.11 ",EN1 1TH
Department For Transport,National Highways,11/03/2024,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9100111700000002,Routine Maintenance," £87,269.34 ",OX4 4DQ
Department For Transport,National Highways,20/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,J MCCANN & CO LTD,954938,Renewals of Technology," £87,263.71 ",NG9 6DG
Department For Transport,National Highways,27/03/2024,Contractor Costs,DIGITAL SERVICES,BJSS LIMITED,956892,Corporate Support Services," £87,150.07 ",LS1 4HR
Department For Transport,National Highways,15/03/2024,RM Cost Reimbursable,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9139218259200014,Routine Maintenance," £87,091.86 ",M50 3XP
Department for Transport,Department for Transport,20/03/2024,Transport  Consult,DG Rail Strategy and Services Group,JACOBS UK LTD,2000034708,Provide Technical Support to Project Team," £86,980.80 ",G2 7HX
Department For Transport,National Highways,11/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9104210258173882,Renewals of Roads," £86,949.07 ",OX4 4DQ
Department For Transport,National Highways,25/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LTD,956149,Safety," £86,933.33 ",DE55 5JY
Department For Transport,Maritime and Coastguard Agency,26/03/2024,Information Technology (Owned) - Cost - Additions,Radio Network Infrastructure Replacement Programme,telent Technology Services Ltd,233135284,RNIR375 Holyhead second circuit," £86,867.17 ",CV34 5AH
Department for Transport,Department for Transport,28/03/2024,CurrGrt LAs out AEF/,"DG Decarbonisation, Technology and Strategy",KENT COUNTY COUNCIL,2000036050,"""LEVI Capability fund :   KENT 23/24 - #86,780"""," £86,780.00 ",ME14 1QX
Department for Transport,Active Travel England,26/03/2024,CurrGrt Las in AEF/A,LA Capacity Building Fund,WEST BERKSHIRE DC,2000035555,Capability Fund 24/25," £86,749.00 ",RG14 2AF
Department for Transport,Department for Transport,20/03/2024,Cap Grt Loc Auth,DG Roads and Local Group,KENT COUNTY COUNCIL,2000034660,S31 Determination - TSOG Grant," £86,420.38 ",ME14 1QX
Department for Transport,Driver & Vehicle Licensing Agency,15/03/2024,Computer equipment,Information Services,CDW Limited,2000031068,#," £86,417.83 ",EC4M 9AF
Department For Transport,National Highways,20/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,TILBURY DOUGLAS CONSTRUCTION LTD,954535,Renewals of Roads," £86,224.17 ",B37 7HQ
Department for Transport,Department for Transport,27/03/2024,Secondments,"DG Decarbonisation, Technology and Strategy",CABINET OFFICE,2000035812,#," £86,219.00 ",NP10 8FZ
Department for Transport,Department for Transport,18/03/2024,Research Grant-PS,DG Roads and Local Group,SUSSEX POLICE AUTHORITY,2000034374,Grant for Roads Policing Review Research," £86,120.00 ",BN7 2DZ
Department for Transport,High Speed Two (HS2) Limited,20/03/2024,Business Rates ,P40700 - Facilities,LONDON BOROUGH OF CAMDEN,#,"9TH FLR WEST, THE TOWER BLOCK, 1 EVERSHOLT STREETLONDON NW1 1BA 01/04/2024 to 31/03/2025 :- EMPTY CHARGE"," £86,032.00 ",#
Department for Transport,DVSA,04/03/2024,ELECTRICITY,VARIOUS SITES,EDFENERGY CUST PLC,DIRECT DEBIT,ELECTRICITY VARIOUS SITES," £86,010.01 ",#
Department For Transport,National Highways,18/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,Colas Ltd,CONF9260002459002093,Renewals of Roads," £86,000.00 ",B37 7YB
Department for Transport,Department for Transport,21/03/2024,Transport  Consult,DG Roads and Local Group,Ernst and Young LLP,2000035007,#," £85,870.80 ",SE1 2AF
Department For Transport,National Highways,04/03/2024,PFI Service Payments,OPERATIONS DIRECTORATE,AUTOLINK CONCESSIONAIRES (A19) LIMITED,951893,Operate Roads PFI Service Payments," £85,750.00 ",TS23 1PX
Department for Transport,EWR,25/03/2024,Legal Consultancy,Operate the Business,Dentons UK & Middle East LLP,15796,Consultation Feedback Report - BDB Pitmans Feb 2024," £85,628.40 ",EC4M 7WS
Department for Transport,Department for Transport,21/03/2024,Security,DG Corporate Delivery Group,HOME OFFICE SHARED SERVICE CENTRE,2000035069,#," £85,596.64 ",NP20 9BB
Department for Transport,EWR,05/03/2024,Technical Partner: staffing assistance,Define Solution,MWJV-EWR,15583,AfP No. 9 to 28/01/2024 Task Order 004 Discovery," £85,514.71 ",WC2A 1AF
Department For Transport,National Highways,19/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9903002940378896,Renewals of Roads," £85,474.67 ",M50 3XP
Department For Transport,National Highways,17/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9076906540578514,Safety," £85,353.93 ",M50 3XP
Department For Transport,National Highways,18/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LTD,953902,Renewals of Roads," £85,148.47 ",DE55 5JY
Department For Transport,National Highways,04/03/2024,Contractor Costs,OPERATIONS DIRECTORATE,UP AND UNDER LIMITED (NON-CIS),951852,Renewals of Structures," £85,118.72 ",CW1 6FA
Department for Transport,British Transport Police,20/03/2024,Building Rental,Estates & Fm,Corporation Of London,572128,Building Rental," £85,116.58 ",EC2P 2EJ
Department for Transport,Department for Transport,28/03/2024,CurrGrt LAs out AEF/,"DG Decarbonisation, Technology and Strategy",Dorset Council,2000036049,LEVI Capability fund :   DORSET 23/24 - #85022," £85,022.00 ",DT1 1XJ
Department for Transport,Department for Transport,20/03/2024,Cap Grt Loc Auth,DG Roads and Local Group,SURREY COUNTY COUNCIL,2000034675,MRN LLM Grants 2023/24," £85,000.00 ",KT1 2DN
Department for Transport,Active Travel England,26/03/2024,CurrGrt Las in AEF/A,LA Capacity Building Fund,SLOUGH BOROUGH COUNCIL,2000035549,Capability Fund 24/25," £84,832.00 ",SL1 3UF
Department for Transport,Department for Transport,01/03/2024,Research,DG Roads and Local Group,NATIONAL CENTRE FOR SOCIAL RESEARCH,2000032548,#," £84,755.00 ",EC1V 0AX
Department for Transport,Department for Transport,25/03/2024,Prog&ProjMgmt Consul,"DG Aviation, Maritime and Security",ACTICA CONSULTING LIMITED,2000035349,#," £84,540.00 ",GU2 7RF
Department For Transport,National Highways,11/03/2024,TA Cost AUC - Programme,"SAFETY, ENGINEERING AND STANDARDS",ARCADIS CONSULTING (UK) LIMITED,952883,Business Services General," £84,505.95 ",CF3 0EY
Department For Transport,National Highways,27/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9121004652047825,Renewals of Roads," £84,188.29 ",OX4 4DQ
Department for Transport,Department for Transport,08/03/2024,Subsidies Private Se,DG Roads and Local Group,REDACTED,2000032978,#," £83,957.00 ",REDACTED
Department for Transport,Department for Transport,08/03/2024,Subsidies Private Se,DG Roads and Local Group,REDACTED,2000033050,#," £83,850.37 ",REDACTED
Department For Transport,National Highways,26/03/2024,Consultants Costs,OPERATIONS DIRECTORATE,CONNECT M1-A1 LTD,956622,Operate Roads PFI Service Payments," £83,817.34 ",NW1 3AX
Department For Transport,National Highways,18/03/2024,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,Amey Highways Ltd,CONF9077609343522136,Routine Maintenance," £83,711.81 ",CB25 9PG
Department For Transport,National Highways,21/03/2024,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,JACOBS UK LTD,955420,Renewals of Structures," £83,697.46 ",G2 7HX
Department for Transport,DVSA,21/03/2024,RENT,ESTATES,CHRISTIAN VISION,1900011068,RC - GILLINGHAM MPTC RENT," £83,686.92 ",#
Department For Transport,National Highways,26/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9211301454320354,Routine Maintenance," £83,651.20 ",EN1 1TH
Department for Transport,Department for Transport,05/03/2024,Agency Staff Costs,DG Corporate Delivery Group,ALEXANDER MANN SOLUTIONS LIMITED,2000032883,#," £83,604.37 ",EC1N 3AQ
Department For Transport,National Highways,22/03/2024,Consultants Costs,"SAFETY, ENGINEERING AND STANDARDS",WSP UK LIMITED,955818,Business Services General," £83,464.39 ",RG21 4HJ
Department for Transport,Department for Transport,05/03/2024,Financial Consultanc,DG Rail Strategy and Services Group,GRANT THORNTON UK LLP,2000032868,Provide Financial Support to Project team," £83,380.54 ",NN4 7YE
Department For Transport,National Highways,08/03/2024,TA Cost AUC - Programme,DIGITAL SERVICES,Oaklin Limited,952651,Corporate Support Services," £83,310.00 ",EC2V 7BG
Department For Transport,National Highways,28/03/2024,TA Cost AUC - Programme,"CUSTOMER, STRATEGY AND COMMUNICATIONS",OVE ARUP & PARTNERS,957325,Corporate Support Other," £83,148.28 ",NE1 3PL
Department for Transport,Department for Transport,22/03/2024,Transport  Consult,DG Roads and Local Group,GRANT THORNTON UK LLP,2000035184,#," £83,116.54 ",NN4 7YE
Department For Transport,National Highways,11/03/2024,CM - Time Based Charges,OPERATIONS DIRECTORATE,NETWORK RAIL,952825,Routine Maintenance," £83,034.37 ",M60 7WY
Department For Transport,National Highways,18/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,H W MARTIN SAFETY FENCING LIMITED,953799,Renewals of Roads," £83,021.39 ",DE55 5JY
Department For Transport,National Highways,28/03/2024,Consultants Costs,GENERAL COUNSEL,DLA PIPER UK LLP,957400,Corporate Support Other," £82,839.68 ",EC2V 7EE
Department for Transport,Active Travel England,26/03/2024,CurrGrt Las in AEF/A,LA Capacity Building Fund,WINDSOR & MAIDENHEAD,2000035556,Capability Fund 24/25," £82,491.00 ",SL6 1RF
Department For Transport,National Highways,19/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,WJ SOUTH LIMITED,954334,Renewals of Roads," £82,296.00 ",MK17 0BH
Department For Transport,National Highways,04/03/2024,Contractor Costs,DIGITAL SERVICES,DAISY CORPORATE SERVICES TRADING LIMITED,951780,Corporate Support Services," £82,106.87 ",BB9 5SR
Department For Transport,National Highways,21/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9133321359200174,Renewals of Roads," £82,102.06 ",M50 3XP
Department for Transport,British Transport Police,20/03/2024,Mutual Aid Cost,Fin & Comm & Est,Police Service Of Northern Ireland,571411,Mutual Aid Cost," £81,934.54 ",BT1 2RU
Department For Transport,Maritime and Coastguard Agency,08/03/2024,Information Technology (Owned) - Cost - Additions,IT Service Operations,CDW Limited UK,233134078,Online storage services," £81,835.20 ",EC4M 9AF
Department For Transport,National Highways,26/03/2024,TA Cost AUC – Non SRN,DIGITAL SERVICES,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,956567,Corporate Support Services," £81,833.46 ",ST1 5UB
Department For Transport,National Highways,12/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,WJ SOUTH LIMITED,953085,Renewals of Roads," £81,782.34 ",MK17 0BH
Department For Transport,National Highways,08/03/2024,Contractor Costs,DIGITAL SERVICES,TELENT TECHNOLOGY SERVICES LIMITED,952657,Corporate Support Services," £81,608.62 ",CV34 5AH
Department for Transport,Department for Transport,08/03/2024,Subsidies Private Se,DG Roads and Local Group,REDACTED,2000033041,#," £81,520.54 ",REDACTED
Department For Transport,National Highways,11/03/2024,Consultants Costs,"CUSTOMER, STRATEGY AND COMMUNICATIONS",MANNING GOTTLIEB,952851,Corporate Support Other," £81,514.24 ",N1 9RL
Department for Transport,DVSA,22/03/2024,RENT,ESTATES,BERKLEY ESTATES LONDON LIMITED,1900011220,RC - BASILDON MPTC RENT," £81,495.00 ",#
Department for Transport,Department for Transport,27/03/2024,Research,DG Roads and Local Group,Ove Arup & Partners Ltd,2000035777,#," £81,430.18 ",NE1 3PL
Department for Transport,Department for Transport,21/03/2024,Publicity,DG Corporate Delivery Group,Manning Gottlieb,2000035045,#," £81,420.95 ",SE1 0SW
Department For Transport,National Highways,01/03/2024,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,951647,Renewals of Structures," £81,381.89 ",OX4 4DQ
Department For Transport,National Highways,27/03/2024,TA Cost AUC - Programme,"CUSTOMER, STRATEGY AND COMMUNICATIONS",AtkinsRéalis UK Limited,956883,Corporate Support Other," £81,291.38 ",WR5 1TX
Department For Transport,National Highways,17/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9076906540577335,Renewals of Roads," £81,248.27 ",M50 3XP
Department for Transport,Department for Transport,27/03/2024,CurrGrtPriSec-P&NPIS,DG Roads and Local Group,PARLIAMENTARY ADVISORY COUNCIL FOR,2000035826,Challenge Fund," £81,000.00 ",SW1P 3A
